1,0,3767
2,208,3701
3,416,3638
4,625,3580
5,833,3527
6,1041,3478
7,1250,3436
8,1458,3399
9,1666,3368
10,1875,3343
11,2083,3324
12,2291,3312
13,2500,3307
14,2708,3307
15,2916,3315
16,3125,3328
17,3333,3349
18,3541,3375
19,3750,3408
20,3958,3446
21,4166,3490
22,4375,3540
23,4583,3594
24,4791,3653
25,5000,3717
26,5208,3785
27,5416,3856
28,5625,3930
29,5833,4007
30,6041,4086
31,6250,4167
32,6458,4249
33,6666,4332
34,6875,4415
35,7083,4498
36,7291,4580
37,7500,4660
38,7708,4739
39,7916,4815
40,8125,4889
41,8333,4959
42,8541,5026
43,8750,5089
44,8958,5147
45,9166,5200
46,9375,5248
47,9583,5291
48,9791,5328
49,10000,5359
50,10208,5384
51,10416,5402
52,10625,5414
53,10833,5420
54,11041,5419
55,11250,5412
56,11458,5398
57,11666,5378
58,11875,5352
59,12083,5319
60,12291,5281
61,12500,5237
62,12708,5187
63,12916,5133
64,13125,5073
65,13333,5010
66,13541,4942
67,13750,4871
68,13958,4796
69,14166,4719
70,14375,4640
71,14583,4559
72,14791,4477
73,15000,4394
74,15208,4311
75,15416,4229
76,15625,4147
77,15833,4066
78,16041,3988
79,16250,3911
80,16458,3838
81,16666,3767
82,16875,3701
83,17083,3638
84,17291,3580
85,17500,3527
86,17708,3478
87,17916,3436
88,18125,3399
89,18333,3368
90,18541,3343
91,18750,3324
92,18958,3312
93,19166,3307
94,19375,3307
95,19583,3315
96,19791,3328
97,20000,3349
98,20208,3375
99,20416,3408
100,20625,3446
101,20833,3490
102,21041,3540
103,21250,3594
104,21458,3653
105,21666,3717
106,21875,3785
107,22083,3856
108,22291,3930
109,22500,4007
110,22708,4086
111,22916,4167
112,23125,4249
113,23333,4332
114,23541,4415
115,23750,4498
116,23958,4580
117,24166,4660
118,24375,4739
119,24583,4815
120,24791,4889
121,25000,4959
122,25208,5026
123,25416,5089
124,25625,5147
125,25833,5200
126,26041,5248
127,26250,5291
128,26458,5328
129,26666,5359
130,26875,5384
131,27083,5402
132,27291,5414
133,27500,5420
134,27708,5419
135,27916,5412
136,28125,5398
137,28333,5378
138,28541,5352
139,28750,5319
140,28958,5281
141,29166,5237
142,29375,5187
143,29583,5133
144,29791,5073
145,30000,5010
146,30208,4942
147,30416,4871
148,30625,4796
149,30833,4719
150,31041,4640
